Year,Pig Manure (t),Cassava (t),Fish waste water (t),Kitchen food waste (t),Municipal fecal residue (t),Tea waste (t),Chicken litter (t),Bagasse feed (t),Alcohol waste (t),Chinese medicine waste (t),Energy grass (t),Banana fruit shafts (t),Lemon waste (t),Percolate (t),Other waste (t),Raw Biogas Produced (m3)
2015,5.88,0,0,0,0,0,0,30,0,0,0,0,0,0,0,6664
2015,7.92,0,0,0,0,0,0,32,0,0,0,0,0,0,0,5627
2015,5.64,0,7.86,0,0,0,0,23,0,0,0,0,0,0,0,6048
2015,16.54,0,0,0,0,0,0,23,0,0,0,0,0,0,0,6017
2015,7.56,0,7.08,0,0,0,0,27,0,0,0,0,0,0,0,6538
2015,14.88,0,0,0,0,0,0,26,0,0,0,0,0,0,0,6213
2015,6.9,0,8.44,0,0,0,0,21,0,0,0,0,0,0,0,6040
2015,3.96,0,0,0,0,0,0,30,0,0,0,0,0,0,0,5994
2015,12.52,0,7.38,0,0,0,0,28,0,0,0,0,0,0,0,6573
2015,5.26,0,7.42,0,0,0,0,38.4,0,0,0,0,0,0,0,6601
2015,6.14,0,2,0,0,0,0,29,0,0,0,0,0,0,0,7089
2015,15.68,0,5.36,0,0,0,0,19,0,0,0,0,0,0,0,5040
2015,3.74,0,8.54,0,0,0,0,25,0,0,0,0,0,0,0,7977
2015,6.64,0,8.46,0,0,0,0,26,0,0,0,0,0,0,0.34,7526
2015,14.98,0,0,0,0,0,0,16,0,0,0,0,0,0,2.4,5965
2015,0.9,0,0,0,0,0,0,17,0,0,0,0,0,0,0.54,6035
2015,10.22,0,8.06,0,0,0,0,25,0,0,0,0,0,0,0.4,6696
2015,7.22,0,0,0,0,0,0,29,0,0,0,0,0,0,0.1,6234
2015,15.78,0,8.24,0,0,0,0,21,0,0,0,0,0,0,1.58,6573
2015,10.42,0,0,0,0,0,0,29,0,0,0,0,0,0,2.74,6090
2015,10.44,0,15.86,0,0,9.12,0,25,0,0,0,0,0,0,2.3,6993
2015,12.64,0,12.94,0,0,6.52,0,24.77,0,0,0,0,0,0,0,7050
2015,6.24,0,16.34,0,0,0,0,26,0,0,0,0,0,0,5.37,8649
2015,13.9,0,16.04,0,0,0,0,24.2,0,0,0,0,0,0,2.76,6475
2015,8.02,0,16.44,0,0,0,0,26,0,0,0,0,0,0,0,8124
2015,18.74,0,16.68,0,0,0,0,27,0,0,0,0,0,0,2.14,8885
2015,13.4,0,16.36,0,0,0,0,29,0,0,0,0,0,0,0,7686
2015,13.72,0,16.6,0,0,0,0,23,0,0,0,0,0,0,1.04,7751
2015,5.2,0,33.06,0,0,0,0,22,0,0,0,0,0,0,1.7,9385
2015,5.54,0,0,0,0,0,0,26,0,0,0,0,0,0,0.16,6900
2015,7.3,0,0,0,0,0,0,28,0,0,0,0,0,0,0.12,7001
2015,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0.2,6341
2015,9.16,0,0,0,0,0,0,25.1,0,0,0,0,0,0,0.46,6245
2015,6.08,0,0,0,0,0,0,20,0,0,0,0,0,0,5.12,6298
2015,13.26,0,15.34,0,0,0,0,25,0,0,0,0,0,0,15.58,8043
2015,6.1,0,15.92,0,0,0,0,30.6,0,0,0,0,0,0,22.86,8575
2015,17.96,0,8.14,0,0,0,0,22.8,0,0,0,0,0,0,0,8125
2015,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,6614
2015,21.14,0,8.44,0,0,0,0,21.3,0,0,0,0,0,0,4.86,7063
2015,4.36,0,24.8,0,0,0,0,29,0,0,0,0,0,0,4.84,9197
2015,10.66,0,16.42,0,0,0,0,31,0,0,0,0,0,0,0,8819
2015,12.56,0,0,0,0,0,0,36,0,0,0,0,0,0,3.8,6870
2015,4.18,0,8.34,0,0,0,0,33.3,0,0,0,0,0,0,0,6951
2015,17.92,0,8.62,0,0,0,0,12.15,0,0,0,0,0,0,0,6015
2015,12.12,0,8.24,0,0,0,0,27.48,0,0,0,0,0,0,0,6907
2015,0,0,0,0,0,0,0,22.29,0,0,0,0,0,0,0,7585
2015,0,0,17.04,0,0,0,0,26,0,0,0,0,0,0,0.2,6851
2015,10.66,0,14.06,0,0,0,0,25,0,0,0,0,0,0,0.66,5890
2015,0,0,8.82,0,0,0,0,7.3,0,0,0,0,0,0,5.58,5660
2015,0,0,0,0,0,0,0,17.01,0,0,0,0,0,0,0,3569
2015,18.96,31.42,0,0,0,6.76,0,15.38,0,0,0,0,0,0,0,7683
2015,19,0,0,0,0,6.36,0,13.7,0,0,0,0,0,0,25,11364
2015,11,0,0,0,0,0,0,27.82,0,0,0,0,0,0,2.06,7047
2015,5.34,0,0,0,0,0,0,29,0,0,0,0,0,0,0,7536
2015,10.4,36.08,0,0,0,0,0,11.3,0,0,0,0,0,0,0.54,8030
2015,7.84,7.5,0,0,0,0,0,13.77,0,0,0,0,0,0,1.42,5551
2015,0,0,0,0,0,0,0,25.08,0,0,0,0,0,0,1.52,6402
2015,15.98,0,0,0,0,0,0,38.05,0,0,0,0,0,0,0,7032
2015,6.16,0,7.36,0,0,0,0,32,0,0,0,0,0,0,0,6936
2015,11.8,0,24.28,0,0,0,0,28,0,0,0,0,0,0,15,9601
2015,11.98,0,5.5,0,0,0,0,34.1,0,0,0,0,0,0,1.2,7765
2015,4.84,0,17.14,0,0,0,0,13.81,0,0,0,0,0,0,0,7621
2015,8.74,0,0,0,0,0,0,12.16,0,0,0,0,0,0,0,6046
2015,14.94,0,15.82,0,0,0,0,14.67,0,0,0,0,0,0,0.6,7579
2015,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,7816
2015,10.8,0,16.82,0,0,0,0,61,0,0,0,0,0,0,0,8903
2015,18.88,35.84,0,0,0,0,0,84,0,0,0,0,0,0,0,13602
2015,15.26,30.72,15.28,0,0,0,0,13.77,0,0,0,0,0,0,0,6544
2015,13.92,30,16.52,0,0,0,0,29.16,0,0,0,0,0,0,0,15508
2015,19.68,40.18,8.58,0,0,0,0,48.63,0,0,0,0,0,0,0,14730
2015,11.14,40,7.4,0,0,0,0,39,0,0,0,0,0,0,0.3,15011
2015,13.2,21,7.94,0,0,0,0,34.84,0,0,0,0,0,0,0,12960
2015,8.64,20.24,0,0,0,0,0,54.14,0,0,0,0,0,0,0,1252
2015,12.08,0,16.24,0,0,0,0,85.05,0,0,0,0,0,0,0,12225
2015,11.38,20.48,8.14,0,0,0,0,82,0,0,0,0,0,0,0,13759
2015,12.14,20.48,8.32,0,0,0,0,75.68,0,0,0,0,0,0,0,14361
2015,11.02,20,8.04,0,0,0,0,80,0,0,0,0,0,0,0,16524
2015,14.24,20,0,0,0,0,0,81,0,0,0,0,0,0,0,16777
2015,3,95.04,8.14,0,0,0,0,23.49,0,0,0,0,0,0,18.4,15693
2015,2.9,0,0,0,0,0,0,46.98,0,0,0,0,0,0,57.86,19351
2015,14.46,0,6.4,0,0,0,0,81,0,0,0,0,0,0,0,15649
2015,9.84,0,0,0,0,0,0,81,0,0,0,0,0,0,0,13572
2015,5.96,0,0,0,0,0,0,56.26,0,0,0,0,0,0,0,11921
2015,4.78,0,2.9,0,0,0,0,41.6,0,0,0,0,0,0,0,9010
2015,14.04,0,0,0,0,0,0,40,0,0,0,0,0,0,0,8345
2015,6.42,0,0,0,0,0,0,40,0,0,0,0,0,0,0,10165
2015,10.18,0,0,0,0,0,0,40,0,0,0,0,0,0,0,9157
2015,5.36,0,0,0,0,0,0,40,0,0,0,0,0,0,0,6336
2015,12.78,0,0,0,0,0,0,40,0,0,0,0,0,0,0,6752
2015,5.32,0,8.12,0,0,0,0,40,0,0,0,0,0,0,0,7743
2015,10.48,0,8.06,0,0,0,0,40,0,0,0,0,0,0,0,9700
2015,9.96,0,0,0,0,0,0,40,0,0,0,0,0,0,0,8967
2015,3.12,0,0,0,0,0,0,40,0,0,0,0,0,0,0,8446
2015,6.1,0,0,0,0,0,0,20,22.42,0,0,0,0,0,0,8958
2015,6.12,0,0,0,0,0,0,18,22.56,0,0,0,0,0,0,8596
2015,10.66,0,0,0,0,0,0,22.68,17.16,0,0,0,0,0,0,9639
2015,9.84,0,5.92,0,0,0,0,29.16,11.28,0,0,0,0,0,0,9283
2015,0,0,0,0,0,0,0,20.38,2.62,0,0,0,0,0,0,8397
2015,15.2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,7771
2015,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6685
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3826
2015,9.2,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,4019
2015,10.68,0,8,0,0,0,0,21.87,0,0,0,0,0,0,0,5871
2015,5.74,0,0,0,0,0,0,25.11,0,0,0,0,0,0,0,5749
2015,11.48,0,0,0,0,0,0,25.17,0,0,0,0,0,0,0,6390
2015,13.5,0,0,0,0,0,0,25.17,0,0,0,0,0,0,0,6893
2015,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,6343
2015,10.08,0,0,0,0,0,0,25,0,0,0,0,0,0,0,6036
2015,5.74,0,0,0,0,0,0,17,0,0,0,0,0,0,0,5676
2015,4.98,0,0,0,0,0,0,21,4.48,0,0,0,0,0,0,5904
2015,10.26,0,2.34,0,0,0,0,25,0,0,0,0,0,0,0,5943
2015,12.06,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6413
2015,20.38,0,4.22,0,0,0,0,13.76,0,0,0,0,0,0,0,5829
2015,0,20.42,0,0,0,0,0,17,0,0,0,0,0,0,0,5529
2015,0,0,8.28,0,0,0,0,16.2,0,0,0,0,0,0,0,5169
2015,0,15,23.48,0,0,0,0,10,0,0,0,0,0,0,0,7040
2015,5.3,28,15.14,0,0,0,0,8.1,0,0,0,0,0,0,0,7050
2015,0,14.5,25.36,0,0,0,0,2.5,5.54,0,0,0,0,0,0,6924
2015,12.28,0,15.9,0,0,0,0,14.58,0,0,0.6,0,0,0,38.84,8894
2015,0,18.32,29.62,0,0,0,0,8.8,0,0,0,0,0,0,34.94,9790
2015,18.48,0,0,0,0,0,0,12.96,0,0,0,0,0,0,35.84,8642
2015,10.4,18.58,8.5,0,0,0,0,7.36,0,0,0,0,0,0,40.3,1054
2015,7.94,0,3.88,0,0,0,0,19.66,0,0,0,0,0,0,41.04,9507
2015,5.3,25,8.32,0,0,0,0,7,0,0,0.62,0,0,0,40.34,9896
2015,6.18,22.5,5.82,0,0,0,0,0,0,0,0,0,0,0,35.98,9356
2015,9.66,5.76,0,0,0,0,0,1,0,0,0.14,0,0,0,40.16,7860
2015,10.52,2.5,3.2,0,0,0,0,15.39,0,0,0.24,0,0,0,37.36,8235
2015,5.94,18.42,0,0,0,0,0,8.91,0,0,0,0,0,0,40.04,9611
2015,4.6,10,2.66,0,0,0,0,5,0,0,0,0,0,0,38.8,7250
2015,15.44,20.5,0,0,0,0,0,9,0,0,0,0,0,0,36.32,8395
2015,9.58,0,0,0,0,0,0,17.48,0,0,1.1,0,0,0,0,4642
2015,10.36,16.98,0,0,0,0,0,28,0,0,0,0,0,0,40.84,7273
2015,4.52,22.5,0,0,0,0,0,25,0,0,0,0,0,0,40.44,7444
2015,6.88,11.68,31.52,0,0,0,0,23.49,0,0,0,0,0,0,39.38,1099
2015,11.44,35,0,0,0,0,0,13.77,0,0,0,0,0,0,36.34,11830
2015,8.02,37.3,36.02,0,0,0,0,7.29,0,0,0,0,0,0,0,12364
2015,0,36.24,0,0,0,0,0,7,0,0,0,0,0,0,37.18,12056
2015,9.62,0,0,0,0,0,0,12,0,0,0,0,0,0,76.74,9239
2015,10.2,0,0,0,0,0,0,16.2,0,0,0,0,0,0,35.8,7515.846154
2015,10.64,17.24,0,0,0,0,0,2.43,0,0,0,0,0,0,77.12,8410
2015,6.08,33.08,0,0,0,0,0,8.1,0,0,0,0,0,0,77.1,11234
2015,8.9,0,0,0,0,0,0,26.7,0,0,0,0,0,0,37.02,7200
2015,8.9,30,0,0,0,0,0,8.1,0,0,0,0,0,0,0,7399
2015,11.5,23.32,0,0,0,0,0,9.6,0,0,0,0,0,0,0,7474
2015,10.28,19.12,0,0,0,0,0,10.4,0,0,0,0,0,0,0,7501
2015,5.7,17.7,0,0,0,0,0,12,0,0,0,0,0,0,76.54,7088
2015,7.86,35.44,0,0,0,0,0,6.4,0,0,0,0,0,0,0,7154
2015,11.74,10,0,0,0,0,0,15,0,0,0,0,0,0,0,5705
2015,7.12,25.24,0,0,0,0,0,6.4,0,0,0,0,0,0,34,5940
2015,9.78,0,0,0,0,0,0,9.6,0,0,0,0,0,0,35.42,5421
2015,5.42,16.84,0,0,0,0,0,9.6,0,0,0,0,0,0,0,5375
2015,14.54,0,0,0,0,0,0,16.1,0,0,0,0,0,0,43.08,5264
2015,13.62,0,0,0,0,7.16,0,9,0,0,0,0,0,0,27.06,5025
2015,10.76,0,6.44,0,0,0,0,15.2,0,0,0,0,0,0,15.36,5680
2015,12.02,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,4409
2015,5,0,0,0,0,0,0,6.4,0,0,0,0,0,0,26.3,3940
2015,5.32,0,0,0,0,0,0,4.8,0,0,0,0,0,0,30.16,4544
2015,9.54,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,4144
2015,8.12,0,13.34,0,0,0,0,0,0,0,0,0,0,0,0,3885
2015,5.58,0,13.98,0,0,0,0,0,0,0,0,0,0,0,0,4174
2015,6.4,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,4442
2015,0,0,7.18,0,0,0,0,0,0,0,0,0,0,0,0,3718
2015,5.72,0,5.62,0,0,0,0,0,0,0,0,0,0,0,0,2370
2015,14.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2168
2015,5.86,0,0,0,0,0,0,0,0,0,4.04,0,0,0,0,3520
2015,12.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,3018
2015,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2218
2015,11.26,0,8.56,0,0,0,0,0,0,0,0,0,0,0,0.04,3109
2015,5.92,0,7.68,0,0,0,0,0,0,0,0,0,0,0,0,4365
2015,9.86,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,4278
2015,0,0,20.3,0,0,0,0,0,0,0,0,0,0,0,31.82,6394
2015,5.98,0,12.68,0,0,0,0,0,0,0,0,0,0,0,109.9,7291
2015,0,0,7.12,0,0,0,0,0,0,0,0,0,0,0,0,2216
2015,11.44,0,7.98,0,0,0,0,25,0,0,0,0,0,0,36.84,4074
2015,9.78,0,0,0,0,0,0,25,0,0,0,0,0,0,73.64,4089
2015,4.28,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3531
2015,5.6,0,0,0,0,5.34,0,25,0,0,0,0,0,0,0,3546
2015,6.56,0,0,0,0,0,0,25,0,0,0,0,0,0,0,4367
2015,10.3,0,0,0,0,0,0,22.68,0,0,0,0,0,0,0,4012
2015,5.52,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3616
2015,0,0,0,0,0,0,0,30.8,0,0,0,0,0,0,0,4792
2015,12.16,0,0,0,0,0,0,39.82,0,0,0,0,0,0,0,3032
2015,11.96,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,4657
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3279
2015,10.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3505
2015,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3366
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898
2015,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3168
2015,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,2736
2015,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2249
2015,10.26,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,3206
2015,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810
2015,10.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2938
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
2015,6.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,2368
2015,12.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2672
2015,16.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1869
2015,11.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3111
2015,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240
2015,11.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3027
2015,0,0,8.44,0,0,0,0,0,0,0,0,0,0,0,0,2750
2015,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154
2015,15.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769
2015,5.96,0,7.74,0,0,0,0,0,0,0,0,0,0,0,0,2441
2015,6.24,0,8.14,0,0,0,0,0,0,0,0,0,0,0,0,2361
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165
2015,10.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744
2015,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923
2015,16.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283
2015,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2015,11.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804
2015,11.14,0,7.74,0,0,0,0,0,0,0,0,0,0,0,0,1552
2015,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2322
2015,12.44,0,7.42,0,0,0,0,0,0,0,0,0,0,0,0,2329
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783
2015,17.48,0,7.82,0,0,0,0,0,0,0,0,0,0,0,0,2490
2015,9.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942
2015,4.58,0,7.58,0,0,0,0,0,0,0,0,0,0,0,0,2793
2015,11.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2474
2015,10.12,0,7.92,0,0,0,0,0,0,0,0,0,0,0,0,2391
2015,11.54,0,26.1,0,0,0,0,0,0,0,0.14,0,0,0,0,4158
2015,12.84,0,9.02,0,0,0,0,0,0,0,0,0,0,0,0,3168
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2848
2015,18.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2841
2015,12.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2585
2015,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2437
2015,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2738
2015,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2960
2015,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139
2015,10.58,0,7.5,0,0,0,0,3.2,0,0,0,0,0,0,0,2023
2015,21.7,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,2724
2015,11.36,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,2756
2015,11.56,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2425
2015,12.5,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,3213
2015,5.96,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,2550
2015,16.18,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,1339
2015,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2360
2015,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1718
2015,9.64,0,11.68,0,0,2.4,0,14.48,0,0,0,0,0,0,0,2623
2015,12.2,0,14.52,0,0,7.5,0,19.4,0,0,0,0,0,0,0,2545
2015,7.68,0,0,0,0,3.4,0,29.6,0,0,0,0,0,0,0,3558
2015,6.72,0,8.08,0,0,0,0,10.4,0,0,0,0,0,0,0,2803
2015,17.56,0,23.28,0,0,0,0,30.8,0,0,0,0,0,0,0.16,5555
2015,6.52,0,15.18,0,0,0,0,26.92,0,0,0,0,0,0,0,5755
2015,6.34,0,12.34,0,0,0,0,1.6,0,0,0,0,0,0,0,5032
2015,10.34,0,13.22,0,0,0,0,1.39,0,0,0,0,0,0,0,3201
2015,6.3,0,21.04,0,0,0,0,0,0,0,0,0,0,0,0.08,5910
2015,12.24,0,14.14,0,0,0,0,0,0,0,0,0,0,0,0.14,5624
2015,14.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,4448
2015,7.3,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,3361
2015,17.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591
2015,4.18,0,7.18,0,0,0,0,0,0,0,0,0,0,0,0,2691
2015,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2478
2015,11.72,0,7.82,0,0,0,0,0,0,0,0,0,0,0,0,2687
2015,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2674
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177
2015,5.92,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2015,9.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232
2015,17.32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2847
2015,14.04,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2880
2015,22.2,7.78,0,0,0,0,0,0,0,0,0,0,0,0,0,2954
2015,20.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2949
2015,16.88,0,6.88,0,0,0,0,0,0,0,0,0,0,0,0,2836
2015,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277
2015,10.22,5,7.98,0,0,0,0,0,0,0,0,0,0,0,0,2980
2015,18.14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4139
2015,11.22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3468
2015,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3890
2015,14.38,8.22,0,0,0,0,0,0,0,0,0,0,0,0,0,3724
2015,11.58,5,7,0,0,0,0,0,0,0,0,0,0,0,0,4309
2015,17.66,52.5,6.44,0,0,0,0,0,0,0,0,0,0,0,0,5724
2015,10.52,50,0,0,0,0,0,0,0,0,0,0,0,0,0,5820
2015,6.96,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5755
2015,19.12,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6946
2015,23.66,45,0,0,0,0,0,0,0,0,0,0,0,0,0,7038
2015,22.24,50,0,0,0,0,0,0,0,0,0,0,0,0,0,7407
2015,24.57,65.04,5.64,0,0,0,0,0,0,0,0,0,0,0,0,8281
2015,12.02,30.68,0,0,0,0,0,0,0,0,0,0,0,0,0,7925
2015,16.26,18.56,9.72,0,0,0,0,0,0,0,0,0,0,0,0,7761
2015,22.88,49,0,0,0,0,0,0,0,0,0,0,0,0,0,9509
2015,10.36,62.36,0,0,0,0,0,0,0,0,0,0,0,0,0,8379
2015,22.22,56.82,0,0,0,0,0,0,0,0,0,0,0,0,0,8468
2015,18.02,62,0,0,0,0,0,0,0,0,0,0,0,0,0,8262
2015,17.12,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7065
2015,19.3,26.64,0,0,0,0,0,0,0,0,0,0,0,0,0,6805
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,30.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4.82,40.22,23.02,0,0,0,0,0,0,0,0,0,0,0,0,4222
2015,11.06,22.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2.88,23.6,11.18,0,0,0,0,0,0,0,0,0,0,0,0,3472
2015,16.98,98.3,0,0,0,0,0,0,0,0,0,0,0,0,0,9785
2016,6.24,63.54,0,0,0,0,0,0,0,0,0,0,0,0,0,11239
2016,15.84,63.18,0,0,0,0,0,0,0,0,0,0,0,0,0,9894
2016,16.4,60.84,0,0,0,0,0,0,0,0,0,0,0,0,0,10103
2016,11.6,50.48,0,0,0,0,0,0,0,0,0,0,0,0,0,8020
2016,16.22,95.09,0,0,0,3.9,0,8.8,0,0,0.76,0,0,0,0,13950
2016,56.78,83.82,0,0,0,6.32,0,2.25,0,0,0,0,0,0,0,16458
2016,45.86,60.18,0,0,0,0,0,3.75,0,0,0,0,0,0,0,15900
2016,32.02,10.9,0,0,0,0,0,0.95,0,0,0,0,0,0,0,10482
2016,23.52,62.4,0,0,0,0,0,0.75,0,0,0,0,0,0,0,12811
2016,12.04,104.64,4.26,0,0,0,0,1.95,0,0,0,0,0,0,0,14075
2016,7.02,94.94,10.56,0,0,6.86,0,0.37,0,0,0,0,0,0,0,9317
2016,22.28,122.78,0,0,0,7.02,0,1.75,0,0,0,0,0,0,0,15495
2016,5.5,142.44,11.66,0,0,2.4,0,0.75,0,0,0,0,0,0,0,17592
2016,18.94,140.36,5.84,0,0,0,0,3.75,0,0,0,0,0,0,0,19831
2016,6.52,169.89,4.96,0,0,0,0,1.57,0,0,0,0,0,0,3.34,20409
2016,15.3,153.54,0,0,0,0,0,2.25,0,0,0,0,0,0,0,23126
2016,16.72,138.2,0,0,0,0,0,4,0,0,0,0,0,0,0,17993
2016,0,84.32,4.58,0,0,0,0,0,0,0,0,0,0,0,0,15497
2016,0,34.18,0,0,0,0,0,0,0,0,0,0,0,0,0,10923
2016,0,121.62,12.32,0,0,0,0,0,0,0,0,0,0,0,0,15908
2016,23.78,124.14,0,0,0,0,0,3.75,0,0,0,0,0,0,0,21569
2016,18.86,135.95,0,0,0,0,0,7.5,0,0,0,0,0,0,0,22332
2016,7.12,143.26,0,0,0,0,0,0.75,0,0,0,0,0,0,0,16874
2016,10.7,96.2,0,0,0,0,0,21.21,0,0,0,0,0,0,0,12175
2016,11.08,132.78,0,0,0,0,0,4.4,0,0,0,0,0,0,0,17761
2016,14.3,126.3,0,0,0,0,0,1.5,0,0,0,0,0,0,0,18347
2016,17.48,110.62,0,0,0,0,0,3.75,0,0,0,0,0,0,0,12472
2016,19.66,126,4.7,0,0,0,0,3.75,0,0,0,0,0,0,0,20185
2016,3.92,113.4,0,0,0,0,0,1.5,0,0,0,0,0,0,0,18342
2016,22.94,107.12,0,0,0,0,0,3,0,0,0,0,0,0,0,19414
2016,6.66,40.92,5.48,0,0,0,0,0.5,0,0,0,0,0,0,0,12585
2016,19.66,37.52,3.66,0,0,0,0,2.25,0,0,0,0,0,0,0,8136
2016,17.22,38.38,0,0,0,8.52,0,2.25,0,0,0,0,0,0,0,7486
2016,17.74,53.6,0,0,0,6.6,0,2.6,0,0,0,0,0,0,0,10581
2016,21.72,26.74,0,0,0,0,0,2.25,0,0,0,0,0,0,0,7752
2016,14.54,26.5,0,0,0,0,0,2.25,0,0,0,0,0,0,0,8008
2016,17.6,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,4210
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3236
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3219
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084
2016,4.38,33.14,0,0,0,0,0,0.75,0,0,0,0,0,0,0,3703
2016,24.7,32.36,0,0,0,0,0,3.75,0,0,0,0,0,0,0,6506
