3.661600000000000819e+02,3.939800000000000182e+02,2.096400000000000432e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.682019999999999982e+03,6.214000000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.335999999999999943e+01,0.000000000000000000e+00,6.500000000000000000e+03,4.250000000000000000e+02,6.000000000000000000e+00
2.880799999999999272e+02,1.542800000000000011e+02,6.490000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.581699999999999591e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.881999999999999318e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.671399999999999295e+02,0.000000000000000000e+00,4.627999999999999403e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.139999999999999902e+00,0.000000000000000000e+00,4.324399999999999977e+02,2.990799999999999841e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.411999999999999034e+01,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.230800000000001546e+02,0.000000000000000000e+00,1.024199999999999875e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.014000000000000057e+01,0.000000000000000000e+00,1.223600000000000136e+02,1.203599999999999994e+02,0.000000000000000000e+00,3.921999999999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.064600000000000080e+02,0.000000000000000000e+00,2.100000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
4.395800000000001546e+02,2.734020000000000437e+03,1.933999999999999986e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.700000000000000178e+00,0.000000000000000000e+00,1.025600000000000023e+02,5.380000000000000426e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.448000000000000043e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.115000000000002274e+02,0.000000000000000000e+00,6.500000000000000000e+00,4.778999999999999915e+01,8.800000000000000044e-01,7.767999999999999261e+01,0.000000000000000000e+00,2.296000000000000085e+01,2.464000000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.513000000000000114e+02,0.000000000000000000e+00,1.500000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.874900000000000659e+02,0.000000000000000000e+00,8.259999999999999787e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.297999999999999545e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.709100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.779600000000000364e+02,3.528000000000000114e+01,1.734600000000000080e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.330000000000000071e+01,0.000000000000000000e+00,1.727899999999999920e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.300000000000000044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.620799999999999272e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.679900000000001228e+02,2.074880000000000109e+03,1.122999999999999687e+02,4.217999999999999545e+02,1.565999999999999659e+02,0.000000000000000000e+00,9.094999999999998863e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.449000000000000000e+03,0.000000000000000000e+00,2.025000000000000000e+03,1.225000000000000000e+03,3.500000000000000000e+02,0.000000000000000000e+00
6.746409999999998490e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.951859999999999673e+03,4.208019999999999527e+03,8.371999999999999886e+01,7.854199999999999591e+02,3.537899999999999636e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.862200000000000273e+02,0.000000000000000000e+00,1.323100000000000000e+04,0.000000000000000000e+00,4.424500000000000000e+03,5.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
