3.821800000000000637e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.727899999999999920e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000133e-01,2.305000000000000284e+02,6.300000000000000044e-01
9.918499999999999091e+02,0.000000000000000000e+00,1.160419999999999845e+03,1.824500000000000000e+03,0.000000000000000000e+00,1.244800000000000000e+04,3.425000000000000000e+03,1.250000000000000000e+02,8.283999999999998920e+01,5.605400000000000773e+02,4.250000000000000000e+02
3.213199999999999932e+02,2.642199999999999704e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.037599999999999909e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+03,4.040000000000000036e+00,1.340400000000000205e+02,8.846999999999999318e+02
3.960199999999999818e+02,2.727400000000000091e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.121569999999999709e+03,0.000000000000000000e+00,0.000000000000000000e+00,8.500000000000000000e+02,0.000000000000000000e+00,3.099399999999999409e+02,6.241000000000000227e+02
1.904099999999999966e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.317500000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.225999999999999091e+01
2.044499999999999886e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.102840000000000146e+03,0.000000000000000000e+00,2.744940999999999258e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.605999999999999872e+01,1.244199999999999875e+02
8.953400000000000318e+02,0.000000000000000000e+00,1.515039999999999736e+03,1.941359999999999673e+03,4.377500000000000000e+02,9.746000000000000000e+03,3.500000000000000000e+03,0.000000000000000000e+00,7.151999999999999602e+01,6.557799999999999727e+02,4.000000000000000000e+02
9.763999999999997499e+02,7.247400000000000091e+02,3.971599999999999113e+02,9.932200000000000273e+02,0.000000000000000000e+00,5.585000000000000000e+03,0.000000000000000000e+00,5.000000000000000000e+02,1.200000000000000000e+01,3.563999999999999346e+01,0.000000000000000000e+00
2.962399999999999523e+02,1.474900000000000091e+03,0.000000000000000000e+00,0.000000000000000000e+00,5.823399999999999181e+02,0.000000000000000000e+00,1.807000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.908799999999999955e+02,0.000000000000000000e+00
4.824799999999999045e+02,2.525389999999999873e+03,0.000000000000000000e+00,0.000000000000000000e+00,8.871000000000000796e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.380000000000000426e+01,3.465999999999999659e+01,1.448000000000000043e+01
4.305899999999998613e+02,1.108700000000000045e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.219660000000000082e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.467999999999999972e+01,1.884600000000000080e+02,3.406000000000000227e+01
3.890000000000001137e+02,3.939800000000000182e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.620640000000000100e+03,0.000000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+03,7.604000000000000625e+01,1.439999999999999716e+02,4.650600000000000023e+02
6.009999999999998863e+02,3.710000000000000142e+01,2.140000000000000124e+00,0.000000000000000000e+00,1.074000000000000057e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+03,9.481999999999999318e+01,9.796000000000000796e+01,2.002599999999999909e+02
5.233299999999999272e+02,1.386309999999999945e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.105000000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.600000000000000089e-01,8.119999999999998863e+01,0.000000000000000000e+00
1.333700000000000045e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.895000000000000000e+02,0.000000000000000000e+00,2.555759999999999854e+04,1.600000000000000000e+03,7.642000000000000171e+01,1.390199999999999818e+02,1.386200000000000045e+02
3.545800000000000409e+02,1.108400000000000034e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.080169999999999845e+03,0.000000000000000000e+00,0.000000000000000000e+00,8.500000000000000000e+02,0.000000000000000000e+00,3.038799999999999955e+02,5.645199999999999818e+02
7.868399999999998045e+02,0.000000000000000000e+00,1.899360000000000355e+03,3.390549999999999727e+03,4.911899999999999977e+02,1.605000000000000000e+04,3.550000000000000000e+03,1.050000000000000000e+03,4.953899999999999864e+02,1.170399999999999864e+03,0.000000000000000000e+00
6.976399999999999864e+02,0.000000000000000000e+00,1.017499999999999716e+02,7.578000000000000114e+01,1.996000000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+03,0.000000000000000000e+00,4.078000000000000114e+01,1.601400000000000148e+02
2.962999999999999545e+02,1.407900000000000091e+03,0.000000000000000000e+00,0.000000000000000000e+00,6.125399999999999636e+02,0.000000000000000000e+00,2.047000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.825200000000000102e+02,0.000000000000000000e+00
3.215000000000000568e+02,6.071800000000001774e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.678800000000000523e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.150000000000000000e+03,8.240000000000000213e+00,2.219199999999999875e+02,1.153460000000000036e+03
3.080599999999999454e+02,1.052199999999999989e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.783299999999999841e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+03,4.040000000000000036e+00,1.393799999999999955e+02,5.427400000000001228e+02
4.776399999999999864e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.623600000000000136e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.950000000000000000e+03,1.543400000000000034e+02,2.015400000000000205e+02,1.563400000000000034e+02
8.211999999999999034e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.561000000000000227e+02,0.000000000000000000e+00,1.556700000000000000e+04,0.000000000000000000e+00,3.337999999999999545e+01,9.275999999999997669e+01,0.000000000000000000e+00
6.514800000000002456e+02,0.000000000000000000e+00,2.439000000000000057e+01,0.000000000000000000e+00,5.696000000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+03,3.716000000000000369e+01,6.435999999999999943e+01,1.507999999999999829e+02
1.226180000000000291e+03,0.000000000000000000e+00,3.554760000000001128e+03,4.548980000000000473e+03,6.055999999999999091e+02,7.623000000000000000e+03,2.370000000000000000e+03,0.000000000000000000e+00,2.052599999999999909e+02,1.996230000000000018e+03,0.000000000000000000e+00
