7.060040000000000873e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.398199999999999363e+02,0.000000000000000000e+00,5.184800000000000182e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.677799999999999727e+02
3.204600000000000364e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000133e-01,9.907999999999999829e+01,1.959999999999999964e+00
3.924200000000000728e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.784200000000000728e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+02,1.987800000000000011e+02,4.715999999999999659e+01,6.209199999999998454e+02
3.283199999999999932e+02,1.759399999999999977e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.305809999999999945e+03,0.000000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+03,8.052000000000001023e+01,7.045999999999999375e+01,3.652599999999999909e+02
2.992199999999999136e+02,1.385200000000000045e+03,0.000000000000000000e+00,0.000000000000000000e+00,6.435399999999999636e+02,0.000000000000000000e+00,2.408000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.825200000000000102e+02,0.000000000000000000e+00
7.381000000000000227e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.216000000000000227e+02,0.000000000000000000e+00,1.170800000000000000e+04,0.000000000000000000e+00,2.210000000000000142e+01,9.275999999999997669e+01,0.000000000000000000e+00
3.715000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.727899999999999920e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000133e-01,2.229199999999999875e+02,6.300000000000000044e-01
3.892199999999999136e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.315199999999999818e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+02,3.083799999999999955e+02,6.657999999999999829e+01,7.411999999999999034e+01
3.593400000000000887e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.300200000000000387e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+02,2.617399999999999523e+02,4.715999999999999659e+01,1.781800000000000068e+02
3.127599999999999909e+02,1.776599999999999966e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.557099999999999795e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+03,4.040000000000000036e+00,1.393799999999999955e+02,5.787600000000001046e+02
